,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
6036,6037,15687218,WEST,674,France,Female,27,4,79144.34,1,0,1,50743.83,0,0,1,PLATINUM,720
6037,6038,15626452,BEATHAM,711,Spain,Male,32,5,0,2,1,1,147720.27,0,0,2,DIAMOND,521
6038,6039,15700964,POLLARD,624,Germany,Female,27,7,104848.68,1,1,1,167387.36,0,0,5,SILVER,734
6039,6040,15768887,HSING,597,Spain,Male,26,5,0,2,0,1,95159.13,0,0,3,GOLD,545
6040,6041,15735358,DOWSE,682,Spain,Male,46,4,0,1,1,1,4654.28,0,0,5,SILVER,221
6042,6043,15685872,GODFREY,727,France,Female,29,1,146652.01,1,1,1,173486.39,0,0,1,DIAMOND,518
6044,6045,15734588,MANNING,684,France,Male,46,0,0,2,1,1,36376.97,0,0,3,GOLD,784
6045,6046,15784594,MAZZI,549,Germany,Female,37,1,130622.34,2,1,1,128499.94,0,0,3,SILVER,623
6046,6047,15606435,WALL,593,Germany,Male,69,2,187013.13,2,0,1,105898.69,0,0,1,GOLD,952
6047,6048,15790247,SIMS,536,Spain,Male,40,9,0,2,1,1,11959.03,0,0,2,SILVER,238
6054,6055,15773013,UVAROV,633,France,Female,47,0,0,1,1,1,6342.84,1,1,3,GOLD,350
6055,6056,15623972,WISDOM,479,Germany,Female,23,9,123575.51,1,0,1,95148.28,0,0,3,GOLD,787
6056,6057,15738627,HUSSAIN,768,France,Male,25,6,0,2,1,1,21215.67,0,0,3,PLATINUM,928
6057,6058,15643392,WOODS,742,France,Male,31,4,105239.1,1,1,1,19700.24,0,0,3,DIAMOND,790
6059,6060,15627854,MAI,707,Spain,Male,44,3,0,2,1,1,135077.01,0,0,2,DIAMOND,682
6062,6063,15574558,GUNTER,718,Spain,Male,32,8,0,2,1,1,41399.33,0,0,5,GOLD,685
6063,6064,15635256,ARCURI,762,France,Male,31,7,117687.35,1,1,1,159344.43,0,0,2,PLATINUM,867
6065,6066,15674720,SMITH,691,Germany,Female,37,7,123067.63,1,1,1,98162.44,1,1,5,SILVER,958
6068,6069,15698285,TING,676,France,Female,41,4,101457.14,1,1,1,79101.67,0,0,1,PLATINUM,299
6069,6070,15810775,TSAO,576,Spain,Male,52,2,100549.43,2,1,1,16644.16,0,0,4,DIAMOND,221
6070,6071,15678173,COLLEE,629,Spain,Male,35,4,174588.8,2,0,1,158420.14,0,0,1,DIAMOND,391
6072,6073,15803908,FU,628,France,Male,45,9,0,2,1,1,96862.56,0,0,1,GOLD,429
6073,6074,15586039,BERGAMASCHI,471,Germany,Female,36,5,90063.74,2,1,1,96366.7,0,0,1,SILVER,368
6074,6075,15802570,DYER,811,France,Female,45,5,0,2,1,1,146123.19,0,0,3,DIAMOND,372
6078,6079,15730657,IBEKWE,548,France,Female,41,4,82596.8,1,0,1,55672.09,0,0,2,SILVER,514
6079,6080,15739292,GORSHKOV,609,Germany,Male,31,9,103837.75,1,1,1,150218.11,0,0,2,SILVER,718
6081,6082,15813159,HAIRSTON,526,France,Male,52,8,93590.47,1,0,1,21228.71,1,1,1,SILVER,589
6083,6084,15603880,MORGAN,519,Germany,Male,38,1,114141.64,1,1,1,60988.21,1,1,5,GOLD,748
6084,6085,15619494,ABDULOV,562,Germany,Female,31,9,117153,1,1,1,108675.01,0,0,4,PLATINUM,759
6086,6087,15735025,CLARK,535,Spain,Male,37,3,175534.78,2,1,1,9241.52,0,0,5,DIAMOND,316
6089,6090,15711316,CH'ANG,771,France,Male,27,2,0,2,1,1,199527.34,0,0,2,PLATINUM,918
6090,6091,15738785,KANG,545,France,Male,26,7,0,2,0,1,156598.23,0,0,2,GOLD,781
6091,6092,15777896,CHUKWUDI,850,Germany,Female,33,2,83415.04,1,0,1,74917.64,0,0,3,PLATINUM,271
6092,6093,15628963,FROLOVA,601,Germany,Male,43,3,141859.12,2,1,1,111249.62,0,0,5,GOLD,799
6093,6094,15742126,CHIU,712,Germany,Male,38,7,132767.66,2,1,1,59115.77,0,0,5,DIAMOND,358
6095,6096,15741652,MCLEAN,600,Spain,Male,37,8,177657.35,1,1,1,77142.32,0,0,2,GOLD,224
6097,6098,15615050,SAVAGE,575,Germany,Male,47,9,107915.94,2,1,1,63452.18,1,1,5,DIAMOND,232
6098,6099,15803005,WALLACE,570,Germany,Female,57,5,86568.75,1,0,1,103660.31,0,0,5,SILVER,307
6101,6102,15588695,SU,833,Spain,Male,32,6,0,1,1,1,44323.22,1,1,4,GOLD,775
6102,6103,15665802,LI FONTI,642,Spain,Female,36,6,0,2,1,1,97938.59,0,0,4,PLATINUM,285
6103,6104,15571144,IVES,655,France,Male,28,10,0,2,0,1,126565.21,0,0,2,SILVER,315
6106,6107,15626044,LETTIERE,762,Germany,Male,28,3,125155.83,2,1,1,106024.02,0,0,2,GOLD,414
6108,6109,15761076,LEI,507,France,Male,41,3,58820.32,2,1,1,138536.09,0,0,3,PLATINUM,895
6109,6110,15710105,STIRLING,581,Germany,Female,26,3,105099.45,1,1,1,184520,1,1,5,DIAMOND,877
6110,6111,15577402,GRANT,593,France,Male,31,9,0,2,0,1,20492.16,0,0,2,DIAMOND,568
6113,6114,15585867,RUTLEDGE,596,Spain,Male,36,2,0,2,0,1,125557.95,0,0,4,SILVER,867
6115,6116,15604813,ZAYTSEVA,494,France,Male,40,7,0,2,0,1,158071.69,0,0,4,GOLD,910
6116,6117,15611644,ONYEMAUCHECHUKWU,627,France,Male,73,0,146329.73,1,0,1,43615.67,0,0,2,DIAMOND,871
6119,6120,15764293,KONOVALOVA,490,France,Male,33,1,0,2,1,1,80792.83,0,0,3,DIAMOND,861
6120,6121,15636423,LEI,715,France,Male,40,7,0,1,1,1,141359.11,0,0,5,GOLD,776
6123,6124,15714493,FRANCIS,465,Spain,Female,33,6,0,2,1,1,95500.98,0,0,4,PLATINUM,927
6124,6125,15643359,CARTER,736,Spain,Male,32,7,0,1,0,1,79082.62,0,0,2,DIAMOND,925
6125,6126,15687913,MAI,501,Germany,Female,34,7,93244.42,1,0,1,199805.63,0,0,2,PLATINUM,354
6126,6127,15790935,JOHNSON,535,France,Female,29,5,0,2,0,1,52709.55,0,0,2,SILVER,292
6128,6129,15672016,SABBATINI,819,France,Male,35,1,0,2,0,1,3385.04,0,0,1,GOLD,521
6129,6130,15727605,SHIH,533,Germany,Male,43,4,80442.06,2,0,1,12537.42,0,0,2,SILVER,593
6131,6132,15749401,KO,686,France,Male,60,9,0,3,1,1,75246.21,1,1,4,GOLD,295
6134,6135,15769781,NUCCI,699,Spain,Female,25,8,0,2,1,1,52404.47,0,0,5,SILVER,248
6135,6136,15624611,MARSDEN,497,Spain,Male,37,8,128650.11,2,1,1,163641.53,0,0,1,SILVER,525
6136,6137,15773071,SERENA,780,Spain,Female,33,6,145580.61,1,1,1,154598.56,0,0,4,GOLD,610
6141,6142,15809302,WRIGHT,572,France,Male,24,1,0,2,1,1,151460.84,0,0,3,GOLD,827
6146,6147,15649112,ENDRIZZI,738,Spain,Female,33,3,122134.4,2,0,1,27867.59,0,0,4,SILVER,298
6149,6150,15670066,IBEZIMAKO,643,Spain,Male,34,6,0,2,1,1,116046.22,0,0,3,DIAMOND,596
6152,6153,15735080,CUMMINS,508,France,Female,64,2,0,1,1,1,6076.62,0,0,3,GOLD,993
6153,6154,15619537,LAVRENTIEV,550,France,Male,31,5,142200.19,2,1,1,122221.71,0,0,4,PLATINUM,878
6154,6155,15598162,SAUNDERS,754,Germany,Female,39,3,160761.41,1,1,1,24156.03,0,0,5,PLATINUM,721
6159,6160,15627995,ANGELO,756,Germany,Female,26,5,155143.52,1,0,1,135034.57,1,1,1,DIAMOND,518
6162,6163,15627385,UWAEZUOKE,748,France,Male,34,5,84009.47,1,1,1,137001.1,0,0,4,SILVER,440
6164,6165,15608109,GRECO,710,Germany,Male,58,7,170113,2,0,1,10494.64,0,0,5,DIAMOND,916
6165,6166,15801942,CHU,619,Spain,Female,41,8,0,3,1,1,79866.73,1,1,2,GOLD,998
6166,6167,15567431,KODILINYECHUKWU,773,France,Male,64,2,145578.28,1,0,1,186172.85,0,0,1,SILVER,630
6167,6168,15810167,SCOTT,657,Spain,Male,75,7,126273.95,1,0,1,91673.6,0,0,1,GOLD,554
6168,6169,15644501,ENYINNAYA,579,France,Female,26,10,162482.76,1,1,1,18458.2,0,0,3,DIAMOND,895
6171,6172,15673837,KO,617,Spain,Male,61,3,113858.95,1,1,1,38129.22,0,0,1,GOLD,422
6172,6173,15656822,DAY,568,Germany,Male,43,5,87612.64,4,1,1,107155.4,1,1,4,SILVER,934
6173,6174,15580560,HARRIS,769,France,Female,73,1,0,1,1,1,29792.11,0,0,3,DIAMOND,415
6174,6175,15760641,GERALD,608,Germany,Male,26,1,106648.98,1,0,1,7063.6,0,0,5,PLATINUM,672
6175,6176,15587584,NEBEUWA,503,Spain,Male,31,4,0,2,1,1,21645.06,0,0,1,DIAMOND,843
6176,6177,15604146,KAODILINAKACHUKWU,608,Germany,Female,38,8,103653.51,2,1,1,137079.86,0,0,3,SILVER,843
6179,6180,15759741,KNEPPER,591,Germany,Female,34,4,150635.3,1,1,1,72274.84,0,0,5,PLATINUM,940
6180,6181,15734892,FENNELL,579,Spain,Male,37,4,0,2,1,1,32246.63,0,0,3,SILVER,464
6185,6186,15754526,WALKER,699,Germany,Male,36,6,147137.74,1,1,1,33687.9,0,0,5,PLATINUM,504
6186,6187,15703037,EDWARDS,618,France,Male,37,5,0,1,0,1,178705.45,1,1,2,GOLD,595
6187,6188,15751412,HARVEY,704,France,Male,36,3,114370.41,1,0,1,66810.48,0,0,3,PLATINUM,268
6188,6189,15609558,MCDONALD,835,Germany,Female,47,5,108289.28,2,1,1,45859.55,1,1,5,GOLD,787
6190,6191,15613923,REED,581,Spain,Female,43,4,170172.9,1,0,1,100236.02,0,0,4,GOLD,968
6191,6192,15747000,SHIH,592,France,Male,27,3,0,2,1,1,19645.65,0,0,5,PLATINUM,434
6194,6195,15794273,HAND,604,France,Female,56,0,62732.65,1,0,1,124954.56,0,0,3,GOLD,948
6195,6196,15804950,ONYEMAUCHECHUKWU,514,France,Female,41,7,0,2,1,1,3756.65,0,0,3,SILVER,697
6196,6197,15576304,BAILEY,698,France,Male,29,5,95167.55,1,1,1,152723.23,0,0,1,DIAMOND,415
6198,6199,15779627,MACLEAN,573,Germany,Male,31,0,134644.19,1,1,1,70381.49,0,0,5,SILVER,603
6202,6203,15684995,CHAMBERLAIN,690,Spain,Male,49,8,116622.73,1,0,1,51011.29,0,0,3,DIAMOND,789
6206,6207,15776124,MANN,802,Spain,Male,51,7,0,1,0,1,40855.79,0,0,3,SILVER,590
6208,6209,15729804,MANFRIN,714,France,Male,34,10,0,2,1,1,80234.14,0,0,3,DIAMOND,688
6212,6213,15638231,CHUNG,730,Spain,Female,62,2,0,2,1,1,162889.1,0,0,3,GOLD,540
6213,6214,15697678,MAXWELL,590,Germany,Male,36,6,92340.69,2,1,1,174667.58,0,0,5,PLATINUM,770
6214,6215,15800412,DALE,458,Germany,Male,35,9,146780.52,2,1,1,3476.38,0,0,3,PLATINUM,784
6215,6216,15597610,STEVENS,553,Spain,Male,41,6,144974.55,1,1,1,19344.92,0,0,1,PLATINUM,699
6217,6218,15670866,CHIU,693,France,Male,31,2,0,2,1,1,107759.31,0,0,1,PLATINUM,863
6222,6223,15716800,KAUR,582,France,Male,31,2,0,2,1,1,33747.03,0,0,4,GOLD,413
6223,6224,15679429,BELL,694,France,Male,32,0,91956.49,1,1,1,59961.81,0,0,4,SILVER,858
6224,6225,15616122,NWOKIKE,777,France,Male,39,8,0,2,1,1,18613.52,0,0,1,PLATINUM,370
6226,6227,15792305,MOUNTGARRETT,762,Germany,Male,46,6,123571.77,3,0,1,57014.17,1,1,5,DIAMOND,655
6227,6228,15636016,WREFORD,588,France,Female,34,3,120777.88,1,1,1,131729.52,0,0,5,GOLD,512
6228,6229,15733138,PATERSON,663,Germany,Male,42,5,90248.79,1,1,1,79169.73,0,0,5,DIAMOND,995
6230,6231,15616954,SMITH,592,France,Male,71,4,0,2,0,1,17013.54,0,0,3,PLATINUM,302
6231,6232,15729238,PENG,631,Germany,Male,48,1,106396.48,1,1,1,150661.42,1,1,1,SILVER,336
6233,6234,15682914,BOLTON,850,France,Male,34,2,72079.71,1,1,1,115767.93,0,0,2,GOLD,555
6235,6236,15691457,BOYLE,674,Spain,Male,36,2,0,2,1,1,182787.17,0,0,1,GOLD,353
6237,6238,15778897,CARTWRIGHT,630,France,Female,28,1,0,2,1,1,133267.78,0,0,3,GOLD,742
6238,6239,15589437,LU,466,France,Male,26,3,156815.71,1,1,1,137476.09,0,0,2,GOLD,349
6239,6240,15682369,PISANO,613,France,Male,47,6,146034.74,1,1,1,77146.14,0,0,2,DIAMOND,793
6241,6242,15571995,HARPER,775,Germany,Female,33,1,118897.1,2,1,1,26362.4,0,0,2,SILVER,253
6242,6243,15673333,WILSON,698,Germany,Male,52,8,96781.39,1,1,1,153373.71,0,0,1,GOLD,629
6246,6247,15771442,PENNINGTON,633,France,Male,40,4,150578,1,0,1,34670.62,1,1,2,PLATINUM,683
6253,6254,15675337,FORBES,395,Germany,Female,34,5,106011.59,1,1,1,17376.57,1,1,3,GOLD,549
6256,6257,15611186,YEVDOKIMOVA,609,France,Male,37,1,39344.83,1,1,1,178291.89,1,1,5,SILVER,370
6259,6260,15585748,MCDONALD,585,Germany,Female,28,9,135337.49,2,1,1,40385.61,0,0,3,DIAMOND,972
6260,6261,15672826,CHEN,666,France,Female,32,10,112536.57,2,1,1,34350.54,0,0,3,SILVER,281
6262,6263,15650026,BARCLAY-HARVEY,513,France,Male,44,1,63562.02,2,0,1,52629.73,1,1,4,GOLD,230
6263,6264,15745826,DAWSON,445,France,Male,37,3,0,2,1,1,180012.39,0,0,4,GOLD,288
6268,6269,15582154,CRAWFORD,670,France,Female,45,5,47884.92,1,1,1,54340.24,0,0,5,DIAMOND,723
6269,6270,15734626,GIBSON,652,Spain,Female,36,1,0,2,1,1,19302.78,0,0,3,GOLD,219
6271,6272,15620756,STOKES,747,France,Male,49,6,202904.64,1,1,1,17298.72,1,1,1,SILVER,765
6272,6273,15611331,NIU,511,France,Female,46,1,0,1,1,1,115779.48,1,1,1,DIAMOND,773
6273,6274,15576935,AMPT,743,Spain,Male,43,2,161807.18,2,0,1,93228.86,1,1,5,GOLD,973
6275,6276,15814940,LAWRENCE,642,Spain,Female,33,9,0,2,1,1,150475.14,0,0,4,GOLD,341
6278,6279,15793346,OFODILE,602,France,Female,72,3,0,2,1,1,171260.66,0,0,3,PLATINUM,219
6280,6281,15578546,AKOBUNDU,491,Germany,Male,26,4,102251.14,1,1,1,145900.89,0,0,3,SILVER,921
6282,6283,15761340,BULLEN,521,France,Male,22,5,0,2,1,1,99828.45,0,0,1,PLATINUM,782
6285,6286,15655229,CRAIG,850,Germany,Female,35,7,114285.2,1,0,1,129660.59,0,0,5,GOLD,791
6287,6288,15668289,MCWILLIAMS,690,Spain,Male,32,2,76087.98,1,0,1,151822.66,0,0,1,PLATINUM,308
6290,6291,15622801,BROWN,555,France,Female,27,8,102000.17,1,1,1,116757,0,0,5,SILVER,586
6292,6293,15713673,T'IEN,494,France,Female,33,1,137853,1,0,1,90273.85,0,0,3,SILVER,674
6296,6297,15799480,WEBB,600,France,Male,34,0,0,2,0,1,3756.23,0,0,2,GOLD,964
6298,6299,15755241,RAHMAN,714,France,Female,52,2,0,1,0,1,144045.08,1,1,1,SILVER,604
6300,6301,15668235,COOKE,614,France,Female,41,3,123475.04,1,1,1,179227.52,0,0,4,PLATINUM,539
6302,6303,15684592,LAMB,557,Spain,Male,42,4,0,2,0,1,86642.38,0,0,2,GOLD,569
6304,6305,15653455,SMITH,648,France,Female,38,2,0,2,0,1,9551.49,0,0,1,SILVER,565
6305,6306,15732563,SWANTON,726,Germany,Female,33,7,99046.31,2,1,1,56053.06,0,0,3,PLATINUM,445
6306,6307,15656471,MITCHELL,773,France,Male,33,9,0,2,1,1,1118.31,0,0,3,SILVER,289
6307,6308,15598510,COLOMBO,583,Germany,Male,27,4,105907.42,2,1,1,195732.04,0,0,5,PLATINUM,267
6309,6310,15785342,SHIPP,705,France,Male,25,9,0,2,0,1,112331.19,0,0,1,PLATINUM,917
6311,6312,15798429,HERNANDEZ,741,France,Male,29,8,0,2,1,1,115994.52,0,0,5,PLATINUM,854
6314,6315,15790810,HAN,844,France,Female,41,10,76319.64,1,1,1,141175.18,1,1,3,PLATINUM,256
6316,6317,15765643,HAMILTON,725,France,Male,37,6,124348.38,2,0,1,176984.34,0,0,5,PLATINUM,309
6317,6318,15654878,YOBANNA,450,France,Male,29,7,117199.8,1,1,1,43480.63,0,0,2,GOLD,483
6319,6320,15768340,BEAVERS,642,Germany,Female,19,3,113905.48,1,1,1,176137.2,0,0,5,PLATINUM,893
6320,6321,15673599,WILLIAMSON,618,Spain,Male,32,5,133476.09,1,0,1,154843.4,0,0,2,SILVER,734
6321,6322,15689096,BENEVENTI,590,France,Male,47,0,117879.32,1,1,1,8214.46,0,0,5,PLATINUM,874
6322,6323,15684294,CHIDUMAGA,735,France,Male,50,2,0,2,0,1,147075.69,0,0,3,GOLD,863
6324,6325,15746012,CHIBUGO,729,Spain,Female,28,0,0,2,1,1,31165.06,1,1,3,PLATINUM,433
6325,6326,15615797,HYDE,743,Germany,Male,59,5,108585.35,1,1,1,192127.22,1,1,5,SILVER,431
6327,6328,15793856,ABDULOV,667,Spain,Female,36,3,121542.57,2,1,1,186841.71,0,0,5,PLATINUM,252
6329,6330,15661198,HOWARD,727,Germany,Male,34,2,146407.11,1,1,1,72073.72,0,0,2,GOLD,647
6331,6332,15701074,HERZ,629,Germany,Male,35,8,112330.83,1,1,1,91001.02,0,0,3,GOLD,556
6332,6333,15793046,HOLDEN,619,France,Female,35,4,90413.12,1,1,1,20555.21,0,0,3,DIAMOND,389
6333,6334,15623744,MCLEAN,634,France,Male,34,8,105302.66,1,1,1,123164.97,0,0,1,DIAMOND,378
6334,6335,15611329,FINDLAY,608,Spain,Female,35,6,0,2,1,1,143463.28,0,0,4,DIAMOND,253
6337,6338,15618243,BUCKLAND,730,Spain,Female,43,1,103960.38,1,1,1,193650.16,0,0,2,DIAMOND,348
6340,6341,15659064,SALAS,790,Spain,Male,37,8,0,2,1,1,149418.41,0,0,4,GOLD,348
6341,6342,15658364,LANEY,807,Germany,Female,40,1,134590.21,1,1,1,46253.65,0,0,3,GOLD,779
6346,6347,15814468,WEI,551,Germany,Male,50,1,121399.98,1,0,1,84508.44,1,1,2,DIAMOND,713
6347,6348,15754820,BERGAMASCHI,637,Germany,Male,35,8,147127.81,2,1,1,84760.7,0,0,2,GOLD,792
6349,6350,15699507,MESSERSMITH,542,France,Female,25,7,0,2,0,1,82393.08,0,0,3,PLATINUM,266
6350,6351,15799600,COLES,640,Germany,Male,48,1,111599.32,1,0,1,135995.58,0,0,3,PLATINUM,910
6353,6354,15676353,ETHERIDGE,598,France,Male,35,8,114212.6,1,1,1,74322.85,0,0,2,PLATINUM,629
6354,6355,15566312,JOLLY,660,Spain,Female,42,5,0,3,1,1,189016.24,1,1,5,GOLD,351
6356,6357,15776743,EBEREGBULAM,647,France,Male,43,9,0,2,1,1,78488.39,0,0,4,DIAMOND,555
6357,6358,15674637,PAGNOTTO,491,France,Female,68,3,107571.61,1,0,1,113695.99,0,0,4,PLATINUM,786
6360,6361,15661591,PANICUCCI,413,Germany,Male,39,1,130969.77,2,1,1,158891.79,0,0,1,PLATINUM,827
6361,6362,15675585,BURNS,416,Germany,Female,25,0,97738.97,2,1,1,160523.33,0,0,1,DIAMOND,974
6362,6363,15814750,RICCI,629,Spain,Male,34,8,0,2,1,1,180595.02,0,0,3,SILVER,835
6366,6367,15677324,BOTTS,683,Germany,Male,73,9,124730.26,1,1,1,51999.5,0,0,2,PLATINUM,327
6370,6371,15798200,MANNA,707,France,Male,35,2,0,3,1,1,94148.3,0,0,2,SILVER,855
6371,6372,15656627,LIN,602,France,Male,34,5,0,2,1,1,77414.45,0,0,2,DIAMOND,743
6373,6374,15638269,BARESI,597,France,Male,67,2,0,2,0,1,108645.85,0,0,2,PLATINUM,352
6374,6375,15807473,MOREHEAD,503,France,Male,38,1,0,2,1,1,95153.24,0,0,2,DIAMOND,433
6378,6379,15768763,BOGDANOV,562,France,Male,37,2,0,1,0,1,52525.15,1,1,3,PLATINUM,231
6381,6382,15714046,TREVISANO,720,Spain,Male,33,3,123783.91,2,1,1,142903.44,0,0,2,SILVER,649
6384,6385,15812073,PALMER,529,France,Female,31,7,0,2,1,1,175697.87,0,0,3,SILVER,578
6385,6386,15706810,ZUYEVA,606,Germany,Female,32,1,106301.85,2,0,1,59061.25,0,0,3,GOLD,469
6386,6387,15584090,JEN,621,Spain,Female,40,7,0,2,0,1,131283.6,1,1,4,PLATINUM,499
6389,6390,15687607,CHIEMENAM,605,France,Female,30,9,135422.31,1,0,1,186418.85,0,0,5,DIAMOND,241
6393,6394,15789371,CATTANEO,593,Germany,Female,41,4,119703.1,2,1,1,109783.29,0,0,3,GOLD,814
6396,6397,15602812,HOLMES,684,Germany,Female,44,2,133776.86,2,0,1,49865.04,0,0,5,SILVER,387
6397,6398,15675888,AUSTIN,550,Spain,Female,33,9,72788.03,1,1,1,103608.06,0,0,2,PLATINUM,487
6399,6400,15738501,BOOTH,601,Germany,Male,48,9,163630.76,1,0,1,41816.49,1,1,1,DIAMOND,490
6402,6403,15804211,OLUCHUKWU,719,France,Male,36,3,155423.17,1,1,1,199841.32,0,0,2,SILVER,374
6403,6404,15736126,SUNG,850,Germany,Male,55,0,98710.89,1,1,1,83617.17,1,1,4,SILVER,614
6405,6406,15760749,VINOGRADOV,509,Spain,Male,41,7,126683.8,1,0,1,114775.53,0,0,3,PLATINUM,824
6409,6410,15690695,FLYNN,683,France,Female,33,9,0,2,1,1,38784.42,0,0,2,SILVER,644
6410,6411,15762351,CHAO,689,Spain,Female,63,1,0,2,1,1,186526.12,0,0,1,GOLD,371
6412,6413,15598982,KLEIN,602,Germany,Female,53,5,98268.84,1,0,1,45038.29,1,1,5,PLATINUM,813
6413,6414,15734765,MAHMOOD,739,France,Female,20,4,133800.98,1,0,1,150245.81,0,0,3,PLATINUM,320
6417,6418,15695103,CARR,790,Spain,Male,37,6,0,2,1,1,119484.01,0,0,4,GOLD,413
6420,6421,15718039,FERGUSON,606,Germany,Female,47,0,137138.2,2,0,1,53784.22,0,0,4,SILVER,765
6421,6422,15579994,SHAW,616,France,Male,23,8,73112.95,1,1,1,62733.05,0,0,1,GOLD,606
6422,6423,15595037,PALERMO,772,France,Male,47,9,152347.01,1,0,1,17671.78,0,0,1,SILVER,902
6429,6430,15623102,NNAEMEKA,713,Spain,Male,38,6,116980.78,2,0,1,76038.38,0,0,3,GOLD,503
6431,6432,15683363,GODDARD,540,Spain,Male,39,1,0,1,0,1,108419.41,0,0,2,DIAMOND,727
6432,6433,15699335,KUO,615,Germany,Female,33,3,137657.25,2,1,1,171657.57,0,0,4,PLATINUM,676
6433,6434,15574369,BIANCHI,415,Spain,Male,53,5,167259.44,1,1,1,22357.25,0,0,2,DIAMOND,929
6436,6437,15723216,GRECO,623,Germany,Male,33,2,80002.33,1,1,1,104079.62,0,0,2,DIAMOND,343
6437,6438,15725094,FANG,623,France,Female,37,4,140211.88,1,1,1,93832.33,0,0,3,PLATINUM,271
6440,6441,15772559,BURROWS,790,France,Female,47,10,148636.21,1,0,1,16119.96,1,1,4,DIAMOND,538
6443,6444,15764927,ROGOVA,753,France,Male,92,3,121513.31,1,0,1,195563.99,0,0,3,PLATINUM,307
6444,6445,15731412,TREVISANO,693,Germany,Female,37,6,95900.04,1,1,1,38196.24,0,0,5,DIAMOND,936
6445,6446,15719170,SAGESE,679,France,Female,30,1,112543.42,1,1,1,179435.21,0,0,1,PLATINUM,228
6446,6447,15596011,ARTYOMOVA,529,Spain,Male,34,9,0,1,1,1,93208.22,0,0,3,DIAMOND,562
6447,6448,15614834,LONG,619,Spain,Female,31,3,141751.82,1,0,1,61531.86,0,0,4,DIAMOND,241
6451,6452,15722583,BENJAMIN,636,Spain,Female,29,6,157576.47,2,1,1,101102.39,0,0,1,PLATINUM,332
6454,6455,15705899,CRAIG,597,Spain,Male,35,0,127510.99,1,1,1,155356.34,0,0,4,SILVER,868
6455,6456,15701522,YERMOLAYEVA,711,France,Female,29,9,0,2,0,1,3234.8,0,0,4,PLATINUM,501
6457,6458,15722090,TSENG,615,Spain,Male,51,6,81818.49,1,1,1,169149.38,0,0,3,SILVER,454
6458,6459,15783526,LE HUNTE,589,France,Male,36,1,100895.54,1,1,1,68075.14,0,0,3,PLATINUM,967
6459,6460,15632125,BLAKE,606,Germany,Male,45,5,63832.43,1,1,1,93707.8,0,0,5,SILVER,940
6462,6463,15682211,TU,467,France,Male,57,1,0,2,1,1,114448.77,0,0,1,GOLD,843
6463,6464,15637411,TOCHUKWU,749,France,Male,30,1,0,2,0,1,126551.65,0,0,1,SILVER,427
6464,6465,15591512,WHITTAKER,564,Germany,Female,33,2,115761.51,1,0,1,112350.21,1,1,2,PLATINUM,792
6465,6466,15606855,WANG,730,Spain,Male,26,6,0,2,1,1,185808.7,0,0,4,GOLD,325
6466,6467,15763683,NORTHERN,678,Germany,Male,32,4,139626.01,1,1,1,118235.52,1,1,3,PLATINUM,287
6467,6468,15641782,HUMPHRIES,540,France,Female,31,7,0,1,0,1,183051.6,1,1,1,GOLD,457
6468,6469,15677184,CREMONESI,767,France,Female,35,6,115576.44,1,0,1,27922.45,0,0,3,PLATINUM,633
6474,6475,15626143,TALBOT,695,France,Male,37,2,0,2,1,1,99692.65,0,0,1,SILVER,361
6478,6479,15573348,MACLEAN,850,France,Male,35,9,102050.47,1,1,1,3769.71,0,0,5,SILVER,242
6480,6481,15693704,TSOU,679,France,Female,24,6,114948.76,2,0,1,135768.25,0,0,4,GOLD,471
6482,6483,15628292,LUCCHESI,850,France,Male,32,4,156001.68,2,1,1,151677.31,0,0,1,GOLD,882
6485,6486,15635197,GLOVER,640,Germany,Male,26,5,90402.77,1,1,1,3298.65,0,0,5,DIAMOND,412
6487,6488,15574283,PADOVANO,580,France,Male,31,2,0,2,0,1,64014.24,0,0,1,PLATINUM,316
6489,6490,15711352,ENDRIZZI,841,France,Female,31,3,162701.65,2,1,1,126794.56,0,0,3,PLATINUM,232
6494,6495,15752846,PINTO,699,France,Male,28,7,0,2,1,1,22684.78,0,0,2,GOLD,638
6499,6500,15702561,DALE,782,France,Male,32,9,0,1,1,1,87566.97,0,0,5,SILVER,255
6503,6504,15587978,BOOTHBY,455,Germany,Female,37,6,170057.62,1,0,1,54398.56,0,0,5,GOLD,932
6504,6505,15773242,CHUKWUHAENYE,621,France,Male,32,1,0,2,1,1,168779.47,0,0,5,GOLD,781
6508,6509,15700801,EIPPER,850,Germany,Male,42,6,84445.68,3,0,1,60021.34,1,1,1,DIAMOND,411
6510,6511,15643916,MUNRO,619,Spain,Male,46,8,62400.48,1,1,1,132498.39,1,1,5,GOLD,862
6511,6512,15720636,MCGREGOR,628,France,Female,50,4,143054.56,1,0,1,109608.81,1,1,5,DIAMOND,306
6512,6513,15795429,HENDERSON,487,France,Male,24,7,133628.09,2,1,1,98570.01,0,0,4,GOLD,223
6513,6514,15609254,FERNANDEZ,513,Spain,Female,41,9,107135.04,2,1,1,160546.58,0,0,1,DIAMOND,576
6515,6516,15810898,PAN,803,France,Female,65,2,151659.52,2,0,1,6930.17,0,0,5,PLATINUM,321
